[2026-03-15 16:13:10] Log cleared for new killchain scan.
[2026-03-15 16:13:12] [START] [START] Kill Chain Audit: testphp.vulnweb.com (Profile: Full Scan, Aggression: Attack)
[2026-03-15 16:13:12] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Starting scan...", "phase": "Initialization"}
[2026-03-15 16:13:12] [INFO] [+] Resolved testphp.vulnweb.com to IP: 44.228.249.3
[2026-03-15 16:13:12] [INFO] [SETUP] Starting background traffic capture...
[2026-03-15 16:13:14] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Recon Phase...", "phase": "recon_phase"}
[2026-03-15 16:13:14] [PHASE] [PHASE] RECONNAISSANCE - Surface Area Discovery
[2026-03-15 16:13:14] [STAGE] [STAGE] Scanning for subdomains and active hosts...
[2026-03-15 16:13:16] [INFO] [+] Found 1 potential subdomains.
[2026-03-15 16:13:16] [STAGE] [STAGE] Resolving subdomain IPs...
[2026-03-15 16:14:19] [INFO] [+] Resolved 1 host IPs.
[2026-03-15 16:14:19] [STAGE] [STAGE] Detecting target technology stack...
[2026-03-15 16:14:24] [INFO] [+] Detected technologies: 
[2026-03-15 16:14:24] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Network Audit Phase...", "phase": "network_audit_phase"}
[2026-03-15 16:14:24] [PHASE] [PHASE] NETWORK AUDIT - Infrastructure Assessment
[2026-03-15 16:14:24] [INFO] [+] Resolved testphp.vulnweb.com to IP: 44.228.249.3
[2026-03-15 16:14:24] [STAGE] [STAGE] Running Nmap full scan on 44.228.249.3...
[2026-03-15 16:14:32] [INFO] [+] Nmap scan completed. Found 0 open ports.
[2026-03-15 16:14:32] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Waf Detect Phase...", "phase": "waf_detect_phase"}
[2026-03-15 16:14:32] [PHASE] [PHASE] WAF DETECTION
[2026-03-15 16:14:32] [STAGE] [STAGE] Checking for Web Application Firewall (WAF)...
[2026-03-15 16:14:37] [INFO] [+] No WAF detected.
[2026-03-15 16:14:37] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Web Audit Phase...", "phase": "web_audit_phase"}
[2026-03-15 16:14:37] [PHASE] [PHASE] WEB AUDIT - Application Assessment
[2026-03-15 16:14:37] [STAGE] [STAGE] Crawling web application (Max Pages: 1000)...
[2026-03-15 16:14:47] [INFO] [+] Crawler found 0 URLs, 0 forms, and 0 API endpoints.
[2026-03-15 16:14:47] [STAGE] [STAGE] Performing directory fuzzing (Max Depth: 4)...
[2026-03-15 16:18:01] [INFO] [+] Directory fuzzer found 0 potential paths.
[2026-03-15 16:18:01] [STAGE] [STAGE] Running advanced web vulnerability checks...
[2026-03-15 16:18:47] [INFO] [+] Web vulnerability scanner found 0 findings.
[2026-03-15 16:18:47] [STAGE] [STAGE] Running custom parameter injection scanner...
[2026-03-15 16:18:47] [INFO] [+] Custom scanner found 0 findings.
[2026-03-15 16:18:47] [STAGE] [STAGE] Running logic-based vulnerability checks...
[2026-03-15 16:18:47] [INFO] [+] Logic scanner found 0 findings.
[2026-03-15 16:18:47] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Zap Scan Phase...", "phase": "zap_scan_phase"}
[2026-03-15 16:18:47] [PHASE] [PHASE] ZAP SCAN - Comprehensive DAST
[2026-03-15 16:18:47] [STAGE] [STAGE] Starting OWASP ZAP quick scan...
[2026-03-15 16:18:47] [ZAP] [*] ZAP: Initializing on port 34962...
[2026-03-15 16:18:47] [ZAP] [*] Waiting for ZAP initialization on port 34962 (timeout: 240s)...
[2026-03-15 16:18:47] [ZAP] [ZAP Daemon] C:\Program Files\ZAP\Zed Attack Proxy>if exist "C:\Users\Divy\ZAP\.ZAP_JVM.properties" (set /p jvmopts= 0<"C:\Users\Divy\ZAP\.ZAP_JVM.properties" )  else (set jvmopts=-Xmx512m )
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 20855 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Client Zest Script Recording Support - Allows recording client events as Zest scripts.
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 20864 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Common Library - A library of shared functionality
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 20868 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Database Extension - Provides databases and persistence capabilities.
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 20869 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionDomXSS - DOM XSS Active Scan Rule
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21038 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Import/Export - Import and Export functionality supporting multiple formats.
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21041 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Import/Export Automation - Import/Export Automation Framework Integration
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21046 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionFormHandler - This extension allows a user to change the default values used for generated content (e.g. spiders, importers).
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21053 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Advance Fuzzer - Provides the foundation for concrete message types (for example, HTTP, WebSockets) expose fuzzer implementations.
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21057 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Fuzzer - Allows to fuzz HTTP messages.
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21058 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionGettingStarted - The ZAP Getting Started Guide
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21059 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing GraalVM JavaScript Engine Extension - Provides the GraalVM JavaScript engine for ZAP scripting.
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21316 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionGraphQl - Allows you to inspect and attack GraphQL endpoints.
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21326 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing GraphQL Automation - GraphQL Automation Framework Integration
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21328 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing GraphQL Spider - GraphQL Spider Integration
[2026-03-15 16:19:08] [ZAP] [ZAP Daemon] 21330 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionHUD - Heads Up Display
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] WARNING: A terminally deprecated method in sun.misc.Unsafe has been called
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] WARNING: Please consider reporting this to the maintainers of class io.netty.util.internal.PlatformDependent0$4
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] WARNING: sun.misc.Unsafe::objectFieldOffset will be removed in a future release
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23632 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionHUDlaunch - ExtensionHUDlaunch
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23634 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionInsights - Insights Extension
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23638 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Alert Filters Automation - Alert Filters Automation Framework Integration
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23643 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Insights Reports Extension - Adds Insights to the report data
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23645 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Out-of-band Application Security Testing - Adds Out-of-band Application Security Testing functionality.
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23667 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing OAST Scripts - Adds OAST scripts.
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23667 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionOnlineMenu - The Online menu links
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23668 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing OpenAPI Import - Allows you to spider and import OpenAPI (Swagger) definitions
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23672 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing OpenAPI Automation - OpenAPI Automation Framework Integration
[2026-03-15 16:19:10] [ZAP] [ZAP Daemon] 23681 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing OpenAPI Spider - OpenAPI Spider Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23690 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Postman Import - Allows you to spider and import Postman collections
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23694 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Postman Automation - Postman Automation Framework Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23696 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Passive Scanner Extension - Provides core passive scanning capabilities.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23722 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Passive Scanner Automation Framework Extension - Provides jobs and result data related to the passive scanner.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23723 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Passive Scan Rules - Release status passive scan rules.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23724 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Quick Start panel  - Adds the Quick Start panel for scanning and exploring applications
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23727 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Quick Start Ajax Spider integration - Add the option to use the Ajax Spider in the Quick Start scan
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23727 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Quick Start HUD Integration - HUD integration for the quick start panel
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23727 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Quick Start Browser Launcher - Launch browsers preset proxying through ZAP
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23728 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Quick Start Spider Integration - Adds the option to use the traditional Spider in the Quick Start scan.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23729 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Match and Replace - Easy way to replace strings in requests and responses
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23734 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Replacer Automation - Replacer Automation Framework Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23737 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Report Generator - Templated and themed report generation functionality
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23739 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Report Generation Automation Integration - Report Generation Automation Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23745 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Retest - Facilitates the verification of presence/absence of certain alerts.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23746 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Scripts Automation Framework Integration - Scripts Automation
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23760 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Sequence Automation - Sequence Automation Framework Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23767 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing SOAP Automation - SOAP Automation Framework Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23769 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing SOAP Spider - SOAP Spider Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23770 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Spider Extension - Spider used for automatically finding URIs on a site.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23804 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Spider Automation - Spider Automation Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23809 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Ajax Spider Automation - Ajax Spider Automation Framework Integration
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23815 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionTipsAndTricks - Tips and Tricks
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23816 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing WebSocket Fuzzer - Allows to fuzz WebSocket messages.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 23816 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing WebSocket Message Editor - Provides the WebSocket Message Editor dialogues.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24068 [ZAP-daemon] WARN  org.openqa.selenium.manager.SeleniumManager - Unable to discover proper geckodriver version in offline mode
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24108 [ZAP-daemon] WARN  org.zaproxy.zap.extension.selenium.internal.FirefoxProfileManager - Unable to find Firefox binary through SeleniumManager.
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24109 [ZAP-daemon] ERROR org.zaproxy.addon.client.ExtensionClientIntegration - Failed to get or create Firefox profile zap-client-profile
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24553 [ZAP-daemon] INFO  org.zaproxy.addon.oast.services.callback.CallbackService - Started callback service on 0.0.0.0:35009
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24571 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Authentication Request Identified
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24571 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Session Management Response Identified
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24572 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Verification Request Identified
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24663 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Anti-clickjacking Header
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24664 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Application Error Disclosure
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24664 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Big Redirect Detected (Potential Sensitive Information Leak)
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24664 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Re-examine Cache-control Directives
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24665 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Charset Mismatch
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24666 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Content Security Policy (CSP) Header Not Set
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24666 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: CSP
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24666 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Content-Type Header Missing
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24667 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Cookie No HttpOnly Flag
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24667 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Loosely Scoped Cookie
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24668 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Cookie without SameSite Attribute
[2026-03-15 16:19:11] [ZAP] [ZAP Daemon] 24668 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Cookie Without Secure Flag
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24668 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Cross-Domain Misconfiguration
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24669 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Cross-Domain JavaScript Source File Inclusion
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24669 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Absence of Anti-CSRF Tokens
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24669 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Directory Browsing
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24669 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Hash Disclosure
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24670 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Heartbleed OpenSSL Vulnerability (Indicative)
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24671 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: In Page Banner Information Leak
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24671 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Private IP Disclosure
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24672 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Session ID in URL Rewrite
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24672 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Information Disclosure - Debug Error Messages
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24672 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Information Disclosure - Sensitive Information in URL
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24673 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Information Disclosure - Sensitive Information in HTTP Referrer Header
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24673 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Information Disclosure - Suspicious Comments
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24674 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Weak Authentication Method
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24674 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: HTTP to HTTPS Insecure Transition in Form Post
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24674 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: HTTPS to HTTP Insecure Transition in Form Post
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24675 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Insecure JSF ViewState
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24676 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Java Serialization Object
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24676 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Reverse Tabnabbing
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24676 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Secure Pages Include Mixed Content
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24677 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Modern Web Application
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24677 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: PII Disclosure
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24677 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Script Served From Malicious Domain (polyfill)
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24678 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Retrieved from Cache
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24678 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: HTTP Server Response Header
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24678 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Strict-Transport-Security Header
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24679 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Sub Resource Integrity Attribute Missing
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24679 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Timestamp Disclosure
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24679 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: User Controllable Charset
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24679 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Cookie Poisoning
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24680 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: User Controllable HTML Element Attribute (Potential XSS)
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24697 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: User Controllable JavaScript Event (XSS)
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24698 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Off-site Redirect
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24698 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Username Hash Found
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24699 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Viewstate
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24699 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-AspNet-Version Response Header
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24699 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-Backend-Server Header Information Leak
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24699 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-ChromeLogger-Data (XCOLD) Header Information Leak
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24700 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-Content-Type-Options Header Missing
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24700 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-Debug-Token Information Leak
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24701 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Server Leaks Information via "X-Powered-By" HTTP Response Header Field(s)
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24701 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: ZAP is Out of Date
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24709 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Vulnerable JS Library (Powered by Retire.js)
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24712 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Script Passive Scan Rules
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24714 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: WSDL File Detection
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24715 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Stats Passive Scan Rule
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24715 [ZAP-daemon] INFO  org.zaproxy.zap.extension.quickstart.ExtensionQuickStart - Shh! No check-for-news - silent mode enabled
[2026-03-15 16:19:12] [ZAP] [ZAP Daemon] 24716 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - Creating new root CA certificate.
[2026-03-15 16:19:13] [ZAP] [ZAP Daemon] 25991 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - New root CA certificate created.
